"","country_long","nace","year","shortage","NACE2_1D"
"12147","Germany","Mining and quarrying","2003",NA,"B"
"12148","Germany","Mining and quarrying","2004",NA,"B"
"12149","Germany","Mining and quarrying","2005",NA,"B"
"12150","Germany","Mining and quarrying","2006",NA,"B"
"12151","Germany","Mining and quarrying","2007",NA,"B"
"12152","Germany","Mining and quarrying","2008",NA,"B"
"12153","Germany","Mining and quarrying","2009",NA,"B"
"12154","Germany","Mining and quarrying","2010",0.3,"B"
"12155","Germany","Mining and quarrying","2011",0.55,"B"
"12156","Germany","Mining and quarrying","2012",0.375,"B"
"12157","Germany","Mining and quarrying","2013",0.6,"B"
"12158","Germany","Mining and quarrying","2014",0.6,"B"
"12159","Germany","Mining and quarrying","2015",0.525,"B"
"12160","Germany","Mining and quarrying","2016",0.65,"B"
"12161","Germany","Mining and quarrying","2017",0.975,"B"
"12162","Germany","Mining and quarrying","2018",0.95,"B"
"12163","Germany","Mining and quarrying","2019",1.075,"B"
"12164","Germany","Mining and quarrying","2020",1.275,"B"
"12165","Germany","Mining and quarrying","2021",1.075,"B"
"12166","Germany","Mining and quarrying","2022",2.2,"B"
"12167","Germany","Mining and quarrying","2023",2.73333333333333,"B"
"12168","Germany","Other service activities","2001",NA,"S"
"12169","Germany","Other service activities","2002",NA,"S"
"12170","Germany","Other service activities","2003",NA,"S"
"12171","Germany","Other service activities","2004",NA,"S"
"12172","Germany","Other service activities","2005",NA,"S"
"12173","Germany","Other service activities","2006",NA,"S"
"12174","Germany","Other service activities","2007",NA,"S"
"12175","Germany","Other service activities","2008",NA,"S"
"12176","Germany","Other service activities","2009",NA,"S"
"12177","Germany","Other service activities","2010",1.4,"S"
"12178","Germany","Other service activities","2011",2.275,"S"
"12179","Germany","Other service activities","2012",2.275,"S"
"12180","Germany","Other service activities","2013",2.25,"S"
"12181","Germany","Other service activities","2014",2.325,"S"
"12182","Germany","Other service activities","2015",1.925,"S"
"12183","Germany","Other service activities","2016",1.825,"S"
"12184","Germany","Other service activities","2017",1.75,"S"
"12185","Germany","Other service activities","2018",2.425,"S"
"12186","Germany","Other service activities","2019",2.925,"S"
"12187","Germany","Other service activities","2020",2.425,"S"
"12188","Germany","Other service activities","2021",2.6,"S"
"12189","Germany","Other service activities","2022",3,"S"
"12190","Germany","Other service activities","2023",3.26666666666667,"S"
"12191","Germany","Professional, scientific and technical activities","2001",NA,"M"
"12192","Germany","Professional, scientific and technical activities","2002",NA,"M"
"12193","Germany","Professional, scientific and technical activities","2003",NA,"M"
"12194","Germany","Professional, scientific and technical activities","2004",NA,"M"
"12195","Germany","Professional, scientific and technical activities","2005",NA,"M"
"12196","Germany","Professional, scientific and technical activities","2006",NA,"M"
"12197","Germany","Professional, scientific and technical activities","2007",NA,"M"
"12198","Germany","Professional, scientific and technical activities","2008",NA,"M"
"12199","Germany","Professional, scientific and technical activities","2009",NA,"M"
"12200","Germany","Professional, scientific and technical activities","2010",2.6,"M"
"12201","Germany","Professional, scientific and technical activities","2011",2.95,"M"
"12202","Germany","Professional, scientific and technical activities","2012",2.775,"M"
"12203","Germany","Professional, scientific and technical activities","2013",2.875,"M"
"12204","Germany","Professional, scientific and technical activities","2014",2.675,"M"
"12205","Germany","Professional, scientific and technical activities","2015",2.925,"M"
"12206","Germany","Professional, scientific and technical activities","2016",2.4,"M"
"12207","Germany","Professional, scientific and technical activities","2017",3,"M"
"12208","Germany","Professional, scientific and technical activities","2018",3.45,"M"
"12209","Germany","Professional, scientific and technical activities","2019",3.775,"M"
"12210","Germany","Professional, scientific and technical activities","2020",2.9,"M"
"12211","Germany","Professional, scientific and technical activities","2021",3.625,"M"
"12212","Germany","Professional, scientific and technical activities","2022",5.25,"M"
"12213","Germany","Professional, scientific and technical activities","2023",5.56666666666667,"M"
"12214","Germany","Professional, scientific and technical activities; administrative and support service activities","2001",NA,NA
"12215","Germany","Professional, scientific and technical activities; administrative and support service activities","2002",NA,NA
"12216","Germany","Professional, scientific and technical activities; administrative and support service activities","2003",NA,NA
"12217","Germany","Professional, scientific and technical activities; administrative and support service activities","2004",NA,NA
"12218","Germany","Professional, scientific and technical activities; administrative and support service activities","2005",NA,NA
"12219","Germany","Professional, scientific and technical activities; administrative and support service activities","2006",NA,NA
"12220","Germany","Professional, scientific and technical activities; administrative and support service activities","2007",NA,NA
"12221","Germany","Professional, scientific and technical activities; administrative and support service activities","2008",NA,NA
"12222","Germany","Professional, scientific and technical activities; administrative and support service activities","2009",NA,NA
"12223","Germany","Professional, scientific and technical activities; administrative and support service activities","2010",4.8,NA
"12224","Germany","Professional, scientific and technical activities; administrative and support service activities","2011",4.975,NA
"12225","Germany","Professional, scientific and technical activities; administrative and support service activities","2012",4.375,NA
"12226","Germany","Professional, scientific and technical activities; administrative and support service activities","2013",4.3,NA
"12227","Germany","Professional, scientific and technical activities; administrative and support service activities","2014",4.325,NA
"12228","Germany","Professional, scientific and technical activities; administrative and support service activities","2015",4.65,NA
"12229","Germany","Professional, scientific and technical activities; administrative and support service activities","2016",4.75,NA
"12230","Germany","Professional, scientific and technical activities; administrative and support service activities","2017",5.1,NA
"12231","Germany","Professional, scientific and technical activities; administrative and support service activities","2018",5.35,NA
"12232","Germany","Professional, scientific and technical activities; administrative and support service activities","2019",5.775,NA
"12233","Germany","Professional, scientific and technical activities; administrative and support service activities","2020",3.9,NA
"12234","Germany","Professional, scientific and technical activities; administrative and support service activities","2021",5.325,NA
"12235","Germany","Professional, scientific and technical activities; administrative and support service activities","2022",7.125,NA
"12236","Germany","Professional, scientific and technical activities; administrative and support service activities","2023",6.9,NA
"12237","Germany","Public administration and defence; compulsory social security","2001",NA,"O"
"12238","Germany","Public administration and defence; compulsory social security","2002",NA,"O"
"12239","Germany","Public administration and defence; compulsory social security","2003",NA,"O"
"12240","Germany","Public administration and defence; compulsory social security","2004",NA,"O"
"12241","Germany","Public administration and defence; compulsory social security","2005",NA,"O"
"12242","Germany","Public administration and defence; compulsory social security","2006",NA,"O"
"12243","Germany","Public administration and defence; compulsory social security","2007",NA,"O"
"12244","Germany","Public administration and defence; compulsory social security","2008",NA,"O"
"12245","Germany","Public administration and defence; compulsory social security","2009",NA,"O"
"12246","Germany","Public administration and defence; compulsory social security","2010",0.4,"O"
"12247","Germany","Public administration and defence; compulsory social security","2011",0.45,"O"
"12248","Germany","Public administration and defence; compulsory social security","2012",0.525,"O"
"12249","Germany","Public administration and defence; compulsory social security","2013",0.55,"O"
"12250","Germany","Public administration and defence; compulsory social security","2014",0.625,"O"
"12251","Germany","Public administration and defence; compulsory social security","2015",0.75,"O"
"12252","Germany","Public administration and defence; compulsory social security","2016",0.675,"O"
