"","country_long","nace","year","shortage","NACE2_1D"
"11713","France","Wholesale and retail trade, transport, accommodation and food service activities","2006",NA,NA
"11714","France","Wholesale and retail trade, transport, accommodation and food service activities","2007",NA,NA
"11715","France","Wholesale and retail trade, transport, accommodation and food service activities","2008",NA,NA
"11716","France","Wholesale and retail trade, transport, accommodation and food service activities","2009",NA,NA
"11717","France","Wholesale and retail trade, transport, accommodation and food service activities","2010",NA,NA
"11718","France","Wholesale and retail trade, transport, accommodation and food service activities","2011",NA,NA
"11719","France","Wholesale and retail trade, transport, accommodation and food service activities","2012",NA,NA
"11720","France","Wholesale and retail trade, transport, accommodation and food service activities","2013",NA,NA
"11721","France","Wholesale and retail trade, transport, accommodation and food service activities","2014",NA,NA
"11722","France","Wholesale and retail trade, transport, accommodation and food service activities","2015",NA,NA
"11723","France","Wholesale and retail trade, transport, accommodation and food service activities","2016",NA,NA
"11724","France","Wholesale and retail trade, transport, accommodation and food service activities","2017",NA,NA
"11725","France","Wholesale and retail trade, transport, accommodation and food service activities","2018",NA,NA
"11726","France","Wholesale and retail trade, transport, accommodation and food service activities","2019",NA,NA
"11727","France","Wholesale and retail trade, transport, accommodation and food service activities","2020",NA,NA
"11728","France","Wholesale and retail trade, transport, accommodation and food service activities","2021",NA,NA
"11729","France","Wholesale and retail trade, transport, accommodation and food service activities","2022",NA,NA
"11730","France","Wholesale and retail trade, transport, accommodation and food service activities","2023",NA,NA
"11731","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2001",NA,"G"
"11732","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2002",NA,"G"
"11733","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2003",NA,"G"
"11734","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2004",NA,"G"
"11735","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2005",NA,"G"
"11736","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2006",NA,"G"
"11737","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2007",NA,"G"
"11738","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2008",NA,"G"
"11739","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2009",NA,"G"
"11740","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2010",NA,"G"
"11741","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2011",NA,"G"
"11742","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2012",NA,"G"
"11743","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2013",NA,"G"
"11744","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2014",NA,"G"
"11745","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2015",NA,"G"
"11746","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2016",NA,"G"
"11747","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2017",NA,"G"
"11748","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018",NA,"G"
"11749","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2019",NA,"G"
"11750","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2020",NA,"G"
"11751","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2021",NA,"G"
"11752","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2022",NA,"G"
"11753","France","Wholesale and retail trade; repair of motor vehicles and motorcycles","2023",NA,"G"
"11754","Germany","Accommodation and food service activities","2001",NA,"I"
"11755","Germany","Accommodation and food service activities","2002",NA,"I"
"11756","Germany","Accommodation and food service activities","2003",NA,"I"
"11757","Germany","Accommodation and food service activities","2004",NA,"I"
"11758","Germany","Accommodation and food service activities","2005",NA,"I"
"11759","Germany","Accommodation and food service activities","2006",NA,"I"
"11760","Germany","Accommodation and food service activities","2007",NA,"I"
"11761","Germany","Accommodation and food service activities","2008",NA,"I"
"11762","Germany","Accommodation and food service activities","2009",NA,"I"
"11763","Germany","Accommodation and food service activities","2010",3.2,"I"
"11764","Germany","Accommodation and food service activities","2011",4.5,"I"
"11765","Germany","Accommodation and food service activities","2012",3.8,"I"
"11766","Germany","Accommodation and food service activities","2013",4.975,"I"
"11767","Germany","Accommodation and food service activities","2014",4.625,"I"
"11768","Germany","Accommodation and food service activities","2015",4.525,"I"
"11769","Germany","Accommodation and food service activities","2016",3.925,"I"
"11770","Germany","Accommodation and food service activities","2017",4.25,"I"
"11771","Germany","Accommodation and food service activities","2018",4.15,"I"
"11772","Germany","Accommodation and food service activities","2019",4.6,"I"
"11773","Germany","Accommodation and food service activities","2020",2.875,"I"
"11774","Germany","Accommodation and food service activities","2021",5.925,"I"
"11775","Germany","Accommodation and food service activities","2022",7.85,"I"
"11776","Germany","Accommodation and food service activities","2023",5.73333333333333,"I"
"11777","Germany","Administrative and support service activities","2001",NA,"N"
"11778","Germany","Administrative and support service activities","2002",NA,"N"
"11779","Germany","Administrative and support service activities","2003",NA,"N"
"11780","Germany","Administrative and support service activities","2004",NA,"N"
"11781","Germany","Administrative and support service activities","2005",NA,"N"
"11782","Germany","Administrative and support service activities","2006",NA,"N"
"11783","Germany","Administrative and support service activities","2007",NA,"N"
"11784","Germany","Administrative and support service activities","2008",NA,"N"
"11785","Germany","Administrative and support service activities","2009",NA,"N"
"11786","Germany","Administrative and support service activities","2010",6.3,"N"
"11787","Germany","Administrative and support service activities","2011",6.55,"N"
"11788","Germany","Administrative and support service activities","2012",5.675,"N"
"11789","Germany","Administrative and support service activities","2013",5.425,"N"
"11790","Germany","Administrative and support service activities","2014",5.675,"N"
"11791","Germany","Administrative and support service activities","2015",6.05,"N"
"11792","Germany","Administrative and support service activities","2016",6.675,"N"
"11793","Germany","Administrative and support service activities","2017",6.775,"N"
"11794","Germany","Administrative and support service activities","2018",6.85,"N"
"11795","Germany","Administrative and support service activities","2019",7.55,"N"
"11796","Germany","Administrative and support service activities","2020",4.85,"N"
"11797","Germany","Administrative and support service activities","2021",6.875,"N"
"11798","Germany","Administrative and support service activities","2022",8.875,"N"
"11799","Germany","Administrative and support service activities","2023",8.1,"N"
"11800","Germany","Agriculture, forestry and fishing","2001",NA,"A"
"11801","Germany","Agriculture, forestry and fishing","2002",NA,"A"
"11802","Germany","Agriculture, forestry and fishing","2003",NA,"A"
"11803","Germany","Agriculture, forestry and fishing","2004",NA,"A"
"11804","Germany","Agriculture, forestry and fishing","2005",NA,"A"
"11805","Germany","Agriculture, forestry and fishing","2006",NA,"A"
"11806","Germany","Agriculture, forestry and fishing","2007",NA,"A"
"11807","Germany","Agriculture, forestry and fishing","2008",NA,"A"
"11808","Germany","Agriculture, forestry and fishing","2009",NA,"A"
"11809","Germany","Agriculture, forestry and fishing","2010",1.6,"A"
"11810","Germany","Agriculture, forestry and fishing","2011",1.65,"A"
"11811","Germany","Agriculture, forestry and fishing","2012",1.875,"A"
"11812","Germany","Agriculture, forestry and fishing","2013",1.475,"A"
"11813","Germany","Agriculture, forestry and fishing","2014",1.875,"A"
"11814","Germany","Agriculture, forestry and fishing","2015",2.275,"A"
"11815","Germany","Agriculture, forestry and fishing","2016",2.225,"A"
"11816","Germany","Agriculture, forestry and fishing","2017",2.175,"A"
"11817","Germany","Agriculture, forestry and fishing","2018",2.675,"A"
"11818","Germany","Agriculture, forestry and fishing","2019",3.05,"A"
"11819","Germany","Agriculture, forestry and fishing","2020",2.875,"A"
"11820","Germany","Agriculture, forestry and fishing","2021",3.25,"A"
"11821","Germany","Agriculture, forestry and fishing","2022",3.95,"A"
"11822","Germany","Agriculture, forestry and fishing","2023",3.6,"A"
"11823","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2001",NA,NA
"11824","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2002",NA,NA
"11825","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2003",NA,NA
"11826","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2004",NA,NA
"11827","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2005",NA,NA
"11828","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2006",NA,NA
"11829","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2007",NA,NA
"11830","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2008",NA,NA
"11831","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2009",NA,NA
"11832","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2010",2.1,NA
"11833","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2011",2.3,NA
"11834","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2012",2.25,NA
"11835","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2013",2.1,NA
"11836","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2014",2.275,NA
"11837","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2015",2.4,NA
"11838","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2016",2.425,NA
"11839","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2017",2.7,NA
"11840","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2018",3.05,NA
"11841","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2019",3.275,NA
"11842","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2020",2.525,NA
"11843","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2021",3.225,NA
"11844","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2022",4.325,NA
"11845","Germany","All NACE activities (except activities of households as employers and as own use producers; activities of extra-territorial organisations and bodies)","2023",4.1,NA
"11846","Germany","Arts, entertainment and recreation","2001",NA,"R"
"11847","Germany","Arts, entertainment and recreation","2002",NA,"R"
"11848","Germany","Arts, entertainment and recreation","2003",NA,"R"
"11849","Germany","Arts, entertainment and recreation","2004",NA,"R"
"11850","Germany","Arts, entertainment and recreation","2005",NA,"R"
"11851","Germany","Arts, entertainment and recreation","2006",NA,"R"
"11852","Germany","Arts, entertainment and recreation","2007",NA,"R"
"11853","Germany","Arts, entertainment and recreation","2008",NA,"R"
"11854","Germany","Arts, entertainment and recreation","2009",NA,"R"
"11855","Germany","Arts, entertainment and recreation","2010",0.8,"R"
"11856","Germany","Arts, entertainment and recreation","2011",1.85,"R"
"11857","Germany","Arts, entertainment and recreation","2012",2.275,"R"
"11858","Germany","Arts, entertainment and recreation","2013",1.5,"R"
"11859","Germany","Arts, entertainment and recreation","2014",1.55,"R"
"11860","Germany","Arts, entertainment and recreation","2015",2.025,"R"
"11861","Germany","Arts, entertainment and recreation","2016",2.1,"R"
"11862","Germany","Arts, entertainment and recreation","2017",2.025,"R"
"11863","Germany","Arts, entertainment and recreation","2018",2.225,"R"
"11864","Germany","Arts, entertainment and recreation","2019",2.3,"R"
"11865","Germany","Arts, entertainment and recreation","2020",1.525,"R"
"11866","Germany","Arts, entertainment and recreation","2021",2.475,"R"
"11867","Germany","Arts, entertainment and recreation","2022",3.65,"R"
"11868","Germany","Arts, entertainment and recreation","2023",3.33333333333333,"R"
"11869","Germany","Arts, entertainment and recreation; other service activities","2001",NA,NA
"11870","Germany","Arts, entertainment and recreation; other service activities","2002",NA,NA
"11871","Germany","Arts, entertainment and recreation; other service activities","2003",NA,NA
"11872","Germany","Arts, entertainment and recreation; other service activities","2004",NA,NA
"11873","Germany","Arts, entertainment and recreation; other service activities","2005",NA,NA
"11874","Germany","Arts, entertainment and recreation; other service activities","2006",NA,NA
"11875","Germany","Arts, entertainment and recreation; other service activities","2007",NA,NA
"11876","Germany","Arts, entertainment and recreation; other service activities","2008",NA,NA
"11877","Germany","Arts, entertainment and recreation; other service activities","2009",NA,NA
"11878","Germany","Arts, entertainment and recreation; other service activities","2010",1.3,NA
"11879","Germany","Arts, entertainment and recreation; other service activities","2011",2.125,NA
"11880","Germany","Arts, entertainment and recreation; other service activities","2012",2.3,NA
"11881","Germany","Arts, entertainment and recreation; other service activities","2013",2.05,NA
"11882","Germany","Arts, entertainment and recreation; other service activities","2014",2.1,NA
"11883","Germany","Arts, entertainment and recreation; other service activities","2015",1.975,NA
"11884","Germany","Arts, entertainment and recreation; other service activities","2016",1.925,NA
"11885","Germany","Arts, entertainment and recreation; other service activities","2017",1.825,NA
"11886","Germany","Arts, entertainment and recreation; other service activities","2018",2.325,NA
"11887","Germany","Arts, entertainment and recreation; other service activities","2019",2.75,NA
"11888","Germany","Arts, entertainment and recreation; other service activities","2020",2.15,NA
"11889","Germany","Arts, entertainment and recreation; other service activities","2021",2.575,NA
"11890","Germany","Arts, entertainment and recreation; other service activities","2022",3.2,NA
"11891","Germany","Arts, entertainment and recreation; other service activities","2023",3.3,NA
"11892","Germany","Business economy","2001",NA,NA
"11893","Germany","Business economy","2002",NA,NA
"11894","Germany","Business economy","2003",NA,NA
"11895","Germany","Business economy","2004",NA,NA
"11896","Germany","Business economy","2005",NA,NA
"11897","Germany","Business economy","2006",1.575,NA
"11898","Germany","Business economy","2007",1.45,NA
"11899","Germany","Business economy","2008",1.625,NA
"11900","Germany","Business economy","2009",1.575,NA
"11901","Germany","Business economy","2010",1.675,NA
"11902","Germany","Business economy","2011",2.6,NA
"11903","Germany","Business economy","2012",2.425,NA
"11904","Germany","Business economy","2013",2.35,NA
"11905","Germany","Business economy","2014",2.55,NA
"11906","Germany","Business economy","2015",2.625,NA
"11907","Germany","Business economy","2016",2.675,NA
"11908","Germany","Business economy","2017",3.025,NA
"11909","Germany","Business economy","2018",3.35,NA
"11910","Germany","Business economy","2019",3.575,NA
"11911","Germany","Business economy","2020",2.6,NA
"11912","Germany","Business economy","2021",3.475,NA
"11913","Germany","Business economy","2022",4.775,NA
"11914","Germany","Business economy","2023",4.33333333333333,NA
"11915","Germany","Construction","2001",NA,"F"
"11916","Germany","Construction","2002",NA,"F"
"11917","Germany","Construction","2003",NA,"F"
"11918","Germany","Construction","2004",NA,"F"
"11919","Germany","Construction","2005",NA,"F"
"11920","Germany","Construction","2006",NA,"F"
"11921","Germany","Construction","2007",NA,"F"
"11922","Germany","Construction","2008",NA,"F"
"11923","Germany","Construction","2009",NA,"F"
"11924","Germany","Construction","2010",2.6,"F"
"11925","Germany","Construction","2011",2.925,"F"
"11926","Germany","Construction","2012",3.3,"F"
"11927","Germany","Construction","2013",2.85,"F"
"11928","Germany","Construction","2014",3.225,"F"
"11929","Germany","Construction","2015",3.275,"F"
"11930","Germany","Construction","2016",3.875,"F"
"11931","Germany","Construction","2017",4.225,"F"
"11932","Germany","Construction","2018",5.075,"F"
"11933","Germany","Construction","2019",5.725,"F"
"11934","Germany","Construction","2020",5.425,"F"
"11935","Germany","Construction","2021",6.075,"F"
"11936","Germany","Construction","2022",7.375,"F"
"11937","Germany","Construction","2023",6.46666666666667,"F"
"11938","Germany","Education","2001",NA,"P"
"11939","Germany","Education","2002",NA,"P"
"11940","Germany","Education","2003",NA,"P"
"11941","Germany","Education","2004",NA,"P"
"11942","Germany","Education","2005",NA,"P"
"11943","Germany","Education","2006",NA,"P"
"11944","Germany","Education","2007",NA,"P"
"11945","Germany","Education","2008",NA,"P"
"11946","Germany","Education","2009",NA,"P"
"11947","Germany","Education","2010",1.3,"P"
"11948","Germany","Education","2011",1.525,"P"
"11949","Germany","Education","2012",1.65,"P"
"11950","Germany","Education","2013",1.45,"P"
"11951","Germany","Education","2014",1.425,"P"
"11952","Germany","Education","2015",1.8,"P"
"11953","Germany","Education","2016",1.875,"P"
"11954","Germany","Education","2017",1.85,"P"
"11955","Germany","Education","2018",1.975,"P"
"11956","Germany","Education","2019",2.325,"P"
"11957","Germany","Education","2020",2.275,"P"
"11958","Germany","Education","2021",2.7,"P"
"11959","Germany","Education","2022",3.5,"P"
"11960","Germany","Education","2023",2.83333333333333,"P"
"11961","Germany","Electricity, gas, steam and air conditioning supply","2001",NA,"D"
"11962","Germany","Electricity, gas, steam and air conditioning supply","2002",NA,"D"
"11963","Germany","Electricity, gas, steam and air conditioning supply","2003",NA,"D"
"11964","Germany","Electricity, gas, steam and air conditioning supply","2004",NA,"D"
"11965","Germany","Electricity, gas, steam and air conditioning supply","2005",NA,"D"
"11966","Germany","Electricity, gas, steam and air conditioning supply","2006",NA,"D"
"11967","Germany","Electricity, gas, steam and air conditioning supply","2007",NA,"D"
"11968","Germany","Electricity, gas, steam and air conditioning supply","2008",NA,"D"
"11969","Germany","Electricity, gas, steam and air conditioning supply","2009",NA,"D"
"11970","Germany","Electricity, gas, steam and air conditioning supply","2010",1,"D"
"11971","Germany","Electricity, gas, steam and air conditioning supply","2011",1,"D"
"11972","Germany","Electricity, gas, steam and air conditioning supply","2012",0.9,"D"
"11973","Germany","Electricity, gas, steam and air conditioning supply","2013",0.875,"D"
"11974","Germany","Electricity, gas, steam and air conditioning supply","2014",0.675,"D"
"11975","Germany","Electricity, gas, steam and air conditioning supply","2015",0.8,"D"
"11976","Germany","Electricity, gas, steam and air conditioning supply","2016",0.775,"D"
"11977","Germany","Electricity, gas, steam and air conditioning supply","2017",0.7,"D"
"11978","Germany","Electricity, gas, steam and air conditioning supply","2018",0.925,"D"
"11979","Germany","Electricity, gas, steam and air conditioning supply","2019",1.175,"D"
"11980","Germany","Electricity, gas, steam and air conditioning supply","2020",1.05,"D"
"11981","Germany","Electricity, gas, steam and air conditioning supply","2021",1.425,"D"
"11982","Germany","Electricity, gas, steam and air conditioning supply","2022",2.2,"D"
"11983","Germany","Electricity, gas, steam and air conditioning supply","2023",2.13333333333333,"D"
"11984","Germany","Financial and insurance activities","2001",NA,"K"
"11985","Germany","Financial and insurance activities","2002",NA,"K"
"11986","Germany","Financial and insurance activities","2003",NA,"K"
"11987","Germany","Financial and insurance activities","2004",NA,"K"
"11988","Germany","Financial and insurance activities","2005",NA,"K"
"11989","Germany","Financial and insurance activities","2006",NA,"K"
"11990","Germany","Financial and insurance activities","2007",NA,"K"
"11991","Germany","Financial and insurance activities","2008",NA,"K"
"11992","Germany","Financial and insurance activities","2009",NA,"K"
"11993","Germany","Financial and insurance activities","2010",2.1,"K"
"11994","Germany","Financial and insurance activities","2011",1.3,"K"
"11995","Germany","Financial and insurance activities","2012",1.45,"K"
"11996","Germany","Financial and insurance activities","2013",1.425,"K"
"11997","Germany","Financial and insurance activities","2014",1.675,"K"
"11998","Germany","Financial and insurance activities","2015",1.475,"K"
"11999","Germany","Financial and insurance activities","2016",1.275,"K"
"12000","Germany","Financial and insurance activities","2017",1.125,"K"
"12001","Germany","Financial and insurance activities","2018",1.6,"K"
"12002","Germany","Financial and insurance activities","2019",1.825,"K"
"12003","Germany","Financial and insurance activities","2020",2.1,"K"
"12004","Germany","Financial and insurance activities","2021",2.175,"K"
"12005","Germany","Financial and insurance activities","2022",2.475,"K"
"12006","Germany","Financial and insurance activities","2023",2.6,"K"
"12007","Germany","Human health and social work activities","2001",NA,"Q"
"12008","Germany","Human health and social work activities","2002",NA,"Q"
"12009","Germany","Human health and social work activities","2003",NA,"Q"
"12010","Germany","Human health and social work activities","2004",NA,"Q"
"12011","Germany","Human health and social work activities","2005",NA,"Q"
"12012","Germany","Human health and social work activities","2006",NA,"Q"
"12013","Germany","Human health and social work activities","2007",NA,"Q"
"12014","Germany","Human health and social work activities","2008",NA,"Q"
"12015","Germany","Human health and social work activities","2009",NA,"Q"
"12016","Germany","Human health and social work activities","2010",1.9,"Q"
"12017","Germany","Human health and social work activities","2011",1.9,"Q"
"12018","Germany","Human health and social work activities","2012",2.2,"Q"
"12019","Germany","Human health and social work activities","2013",1.875,"Q"
"12020","Germany","Human health and social work activities","2014",2,"Q"
"12021","Germany","Human health and social work activities","2015",2.35,"Q"
"12022","Germany","Human health and social work activities","2016",2.325,"Q"
"12023","Germany","Human health and social work activities","2017",2.525,"Q"
"12024","Germany","Human health and social work activities","2018",3.05,"Q"
"12025","Germany","Human health and social work activities","2019",3.35,"Q"
"12026","Germany","Human health and social work activities","2020",2.925,"Q"
"12027","Germany","Human health and social work activities","2021",3.275,"Q"
"12028","Germany","Human health and social work activities","2022",4.325,"Q"
"12029","Germany","Human health and social work activities","2023",4.46666666666667,"Q"
"12030","Germany","Industry (except construction)","2001",NA,NA
"12031","Germany","Industry (except construction)","2002",NA,NA
"12032","Germany","Industry (except construction)","2003",NA,NA
"12033","Germany","Industry (except construction)","2004",NA,NA
"12034","Germany","Industry (except construction)","2005",NA,NA
"12035","Germany","Industry (except construction)","2006",NA,NA
"12036","Germany","Industry (except construction)","2007",NA,NA
"12037","Germany","Industry (except construction)","2008",NA,NA
"12038","Germany","Industry (except construction)","2009",NA,NA
"12039","Germany","Industry (except construction)","2010",1.2,NA
"12040","Germany","Industry (except construction)","2011",1.35,NA
"12041","Germany","Industry (except construction)","2012",1.275,NA
"12042","Germany","Industry (except construction)","2013",1.1,NA
"12043","Germany","Industry (except construction)","2014",1.175,NA
"12044","Germany","Industry (except construction)","2015",1.25,NA
"12045","Germany","Industry (except construction)","2016",1.35,NA
"12046","Germany","Industry (except construction)","2017",1.675,NA
"12047","Germany","Industry (except construction)","2018",2.075,NA
"12048","Germany","Industry (except construction)","2019",1.825,NA
"12049","Germany","Industry (except construction)","2020",1.25,NA
"12050","Germany","Industry (except construction)","2021",2.025,NA
"12051","Germany","Industry (except construction)","2022",2.925,NA
"12052","Germany","Industry (except construction)","2023",2.6,NA
"12053","Germany","Industry and construction","2001",NA,NA
"12054","Germany","Industry and construction","2002",NA,NA
"12055","Germany","Industry and construction","2003",NA,NA
"12056","Germany","Industry and construction","2004",NA,NA
"12057","Germany","Industry and construction","2005",NA,NA
"12058","Germany","Industry and construction","2006",1.025,NA
"12059","Germany","Industry and construction","2007",1.35,NA
"12060","Germany","Industry and construction","2008",1.225,NA
"12061","Germany","Industry and construction","2009",0.775,NA
"12062","Germany","Industry and construction","2010",1.225,NA
"12063","Germany","Industry and construction","2011",1.725,NA
"12064","Germany","Industry and construction","2012",1.7,NA
"12065","Germany","Industry and construction","2013",1.475,NA
"12066","Germany","Industry and construction","2014",1.625,NA
"12067","Germany","Industry and construction","2015",1.7,NA
"12068","Germany","Industry and construction","2016",1.9,NA
"12069","Germany","Industry and construction","2017",2.25,NA
"12070","Germany","Industry and construction","2018",2.775,NA
"12071","Germany","Industry and construction","2019",2.7,NA
"12072","Germany","Industry and construction","2020",2.2,NA
"12073","Germany","Industry and construction","2021",3,NA
"12074","Germany","Industry and construction","2022",3.95,NA
"12075","Germany","Industry and construction","2023",3.5,NA
"12076","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2001",NA,NA
"12077","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2002",NA,NA
"12078","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2003",NA,NA
"12079","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2004",NA,NA
"12080","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2005",NA,NA
"12081","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2006",1.1,NA
"12082","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2007",1.2,NA
"12083","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2008",1.25,NA
"12084","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2009",1.475,NA
"12085","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2010",1.6,NA
"12086","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2011",2.3,NA
"12087","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2012",2.275,NA
"12088","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2013",2.1,NA
"12089","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2014",2.275,NA
"12090","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2015",2.4,NA
"12091","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2016",2.425,NA
"12092","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2017",2.725,NA
"12093","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018",3.05,NA
"12094","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2019",3.275,NA
"12095","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2020",2.525,NA
"12096","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2021",3.225,NA
"12097","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2022",4.325,NA
"12098","Germany","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2023",4.1,NA
"12099","Germany","Information and communication","2001",NA,"J"
"12100","Germany","Information and communication","2002",NA,"J"
"12101","Germany","Information and communication","2003",NA,"J"
"12102","Germany","Information and communication","2004",NA,"J"
"12103","Germany","Information and communication","2005",NA,"J"
"12104","Germany","Information and communication","2006",NA,"J"
"12105","Germany","Information and communication","2007",NA,"J"
"12106","Germany","Information and communication","2008",NA,"J"
"12107","Germany","Information and communication","2009",NA,"J"
"12108","Germany","Information and communication","2010",4,"J"
"12109","Germany","Information and communication","2011",3.525,"J"
"12110","Germany","Information and communication","2012",3.45,"J"
"12111","Germany","Information and communication","2013",3.175,"J"
"12112","Germany","Information and communication","2014",3.775,"J"
"12113","Germany","Information and communication","2015",3.5,"J"
"12114","Germany","Information and communication","2016",3.175,"J"
"12115","Germany","Information and communication","2017",3.725,"J"
"12116","Germany","Information and communication","2018",3.975,"J"
"12117","Germany","Information and communication","2019",4.25,"J"
"12118","Germany","Information and communication","2020",3.45,"J"
"12119","Germany","Information and communication","2021",4.225,"J"
"12120","Germany","Information and communication","2022",5.675,"J"
"12121","Germany","Information and communication","2023",4.36666666666667,"J"
"12122","Germany","Manufacturing","2001",NA,"C"
"12123","Germany","Manufacturing","2002",NA,"C"
"12124","Germany","Manufacturing","2003",NA,"C"
"12125","Germany","Manufacturing","2004",NA,"C"
"12126","Germany","Manufacturing","2005",NA,"C"
"12127","Germany","Manufacturing","2006",NA,"C"
"12128","Germany","Manufacturing","2007",NA,"C"
"12129","Germany","Manufacturing","2008",NA,"C"
"12130","Germany","Manufacturing","2009",NA,"C"
"12131","Germany","Manufacturing","2010",1.2,"C"
"12132","Germany","Manufacturing","2011",1.425,"C"
"12133","Germany","Manufacturing","2012",1.3,"C"
"12134","Germany","Manufacturing","2013",1.125,"C"
"12135","Germany","Manufacturing","2014",1.225,"C"
"12136","Germany","Manufacturing","2015",1.3,"C"
"12137","Germany","Manufacturing","2016",1.375,"C"
"12138","Germany","Manufacturing","2017",1.725,"C"
"12139","Germany","Manufacturing","2018",2.15,"C"
"12140","Germany","Manufacturing","2019",1.825,"C"
"12141","Germany","Manufacturing","2020",1.25,"C"
"12142","Germany","Manufacturing","2021",2.1,"C"
"12143","Germany","Manufacturing","2022",2.95,"C"
"12144","Germany","Manufacturing","2023",2.56666666666667,"C"
"12145","Germany","Mining and quarrying","2001",NA,"B"
"12146","Germany","Mining and quarrying","2002",NA,"B"
