"","country_long","year","decile","income"
"1326","Euro area - 19 countries  (2015-2022)","2011","6",18143.5
"1327","Euro area - 19 countries  (2015-2022)","2011","7",20611
"1328","Euro area - 19 countries  (2015-2022)","2011","8",23790
"1329","Euro area - 19 countries  (2015-2022)","2011","9",28858
"1330","Euro area - 19 countries  (2015-2022)","2011","10",39424
"1331","Euro area - 19 countries  (2015-2022)","2012","1",6750
"1332","Euro area - 19 countries  (2015-2022)","2012","2",9927
"1333","Euro area - 19 countries  (2015-2022)","2012","3",12220
"1334","Euro area - 19 countries  (2015-2022)","2012","4",14233
"1335","Euro area - 19 countries  (2015-2022)","2012","5",16253.5
"1336","Euro area - 19 countries  (2015-2022)","2012","6",18423.5
"1337","Euro area - 19 countries  (2015-2022)","2012","7",20925
"1338","Euro area - 19 countries  (2015-2022)","2012","8",24119
"1339","Euro area - 19 countries  (2015-2022)","2012","9",29224.5
"1340","Euro area - 19 countries  (2015-2022)","2012","10",39841
"1341","Euro area - 19 countries  (2015-2022)","2013","1",6700
"1342","Euro area - 19 countries  (2015-2022)","2013","2",9953.5
"1343","Euro area - 19 countries  (2015-2022)","2013","3",12253
"1344","Euro area - 19 countries  (2015-2022)","2013","4",14251.5
"1345","Euro area - 19 countries  (2015-2022)","2013","5",16251.5
"1346","Euro area - 19 countries  (2015-2022)","2013","6",18410.5
"1347","Euro area - 19 countries  (2015-2022)","2013","7",20888
"1348","Euro area - 19 countries  (2015-2022)","2013","8",24072
"1349","Euro area - 19 countries  (2015-2022)","2013","9",29227
"1350","Euro area - 19 countries  (2015-2022)","2013","10",40102
"1351","Euro area - 19 countries  (2015-2022)","2014","1",6625
"1352","Euro area - 19 countries  (2015-2022)","2014","2",9867
"1353","Euro area - 19 countries  (2015-2022)","2014","3",12252.5
"1354","Euro area - 19 countries  (2015-2022)","2014","4",14314.5
"1355","Euro area - 19 countries  (2015-2022)","2014","5",16352
"1356","Euro area - 19 countries  (2015-2022)","2014","6",18537
"1357","Euro area - 19 countries  (2015-2022)","2014","7",21111
"1358","Euro area - 19 countries  (2015-2022)","2014","8",24372
"1359","Euro area - 19 countries  (2015-2022)","2014","9",29443.5
"1360","Euro area - 19 countries  (2015-2022)","2014","10",40302
"1361","Euro area - 19 countries  (2015-2022)","2015","1",6783
"1362","Euro area - 19 countries  (2015-2022)","2015","2",10063
"1363","Euro area - 19 countries  (2015-2022)","2015","3",12476.5
"1364","Euro area - 19 countries  (2015-2022)","2015","4",14601.5
"1365","Euro area - 19 countries  (2015-2022)","2015","5",16703.5
"1366","Euro area - 19 countries  (2015-2022)","2015","6",18922
"1367","Euro area - 19 countries  (2015-2022)","2015","7",21496.5
"1368","Euro area - 19 countries  (2015-2022)","2015","8",24802.5
"1369","Euro area - 19 countries  (2015-2022)","2015","9",30001
"1370","Euro area - 19 countries  (2015-2022)","2015","10",40862
"1371","Euro area - 19 countries  (2015-2022)","2016","1",6857
"1372","Euro area - 19 countries  (2015-2022)","2016","2",10324
"1373","Euro area - 19 countries  (2015-2022)","2016","3",12771
"1374","Euro area - 19 countries  (2015-2022)","2016","4",14947.5
"1375","Euro area - 19 countries  (2015-2022)","2016","5",17138
"1376","Euro area - 19 countries  (2015-2022)","2016","6",19420.5
"1377","Euro area - 19 countries  (2015-2022)","2016","7",22016.5
"1378","Euro area - 19 countries  (2015-2022)","2016","8",25364
"1379","Euro area - 19 countries  (2015-2022)","2016","9",30582
"1380","Euro area - 19 countries  (2015-2022)","2016","10",41691
"1381","Euro area - 19 countries  (2015-2022)","2017","1",7235
"1382","Euro area - 19 countries  (2015-2022)","2017","2",10725.5
"1383","Euro area - 19 countries  (2015-2022)","2017","3",13229
"1384","Euro area - 19 countries  (2015-2022)","2017","4",15421
"1385","Euro area - 19 countries  (2015-2022)","2017","5",17603.5
"1386","Euro area - 19 countries  (2015-2022)","2017","6",19922
"1387","Euro area - 19 countries  (2015-2022)","2017","7",22593.5
"1388","Euro area - 19 countries  (2015-2022)","2017","8",25987
"1389","Euro area - 19 countries  (2015-2022)","2017","9",31350.5
"1390","Euro area - 19 countries  (2015-2022)","2017","10",42615
"1391","Euro area - 19 countries  (2015-2022)","2018","1",7458
"1392","Euro area - 19 countries  (2015-2022)","2018","2",11012
"1393","Euro area - 19 countries  (2015-2022)","2018","3",13588.5
"1394","Euro area - 19 countries  (2015-2022)","2018","4",15829
"1395","Euro area - 19 countries  (2015-2022)","2018","5",18082.5
"1396","Euro area - 19 countries  (2015-2022)","2018","6",20442
"1397","Euro area - 19 countries  (2015-2022)","2018","7",23072.5
"1398","Euro area - 19 countries  (2015-2022)","2018","8",26429.5
"1399","Euro area - 19 countries  (2015-2022)","2018","9",31874
"1400","Euro area - 19 countries  (2015-2022)","2018","10",43631
"1401","Euro area - 19 countries  (2015-2022)","2019","1",7714
"1402","Euro area - 19 countries  (2015-2022)","2019","2",11395
"1403","Euro area - 19 countries  (2015-2022)","2019","3",14035
"1404","Euro area - 19 countries  (2015-2022)","2019","4",16340
"1405","Euro area - 19 countries  (2015-2022)","2019","5",18605
"1406","Euro area - 19 countries  (2015-2022)","2019","6",20963.5
"1407","Euro area - 19 countries  (2015-2022)","2019","7",23657.5
"1408","Euro area - 19 countries  (2015-2022)","2019","8",27079.5
"1409","Euro area - 19 countries  (2015-2022)","2019","9",32577.5
"1410","Euro area - 19 countries  (2015-2022)","2019","10",44489
"1411","Euro area - 19 countries  (2015-2022)","2020","1",7816
"1412","Euro area - 19 countries  (2015-2022)","2020","2",11839.5
"1413","Euro area - 19 countries  (2015-2022)","2020","3",14693
"1414","Euro area - 19 countries  (2015-2022)","2020","4",17156
"1415","Euro area - 19 countries  (2015-2022)","2020","5",19575
"1416","Euro area - 19 countries  (2015-2022)","2020","6",22149
"1417","Euro area - 19 countries  (2015-2022)","2020","7",25081.5
"1418","Euro area - 19 countries  (2015-2022)","2020","8",28833
"1419","Euro area - 19 countries  (2015-2022)","2020","9",34872.5
"1420","Euro area - 19 countries  (2015-2022)","2020","10",47816
"1421","Euro area - 19 countries  (2015-2022)","2021","1",7924
"1422","Euro area - 19 countries  (2015-2022)","2021","2",11843.5
"1423","Euro area - 19 countries  (2015-2022)","2021","3",14624
"1424","Euro area - 19 countries  (2015-2022)","2021","4",17100
"1425","Euro area - 19 countries  (2015-2022)","2021","5",19552
"1426","Euro area - 19 countries  (2015-2022)","2021","6",22146.5
"1427","Euro area - 19 countries  (2015-2022)","2021","7",25127
"1428","Euro area - 19 countries  (2015-2022)","2021","8",28890
"1429","Euro area - 19 countries  (2015-2022)","2021","9",35064
"1430","Euro area - 19 countries  (2015-2022)","2021","10",48052
"1431","Euro area - 19 countries  (2015-2022)","2022","1",NA
"1432","Euro area - 19 countries  (2015-2022)","2022","2",NA
"1433","Euro area - 19 countries  (2015-2022)","2022","3",NA
"1434","Euro area - 19 countries  (2015-2022)","2022","4",NA
"1435","Euro area - 19 countries  (2015-2022)","2022","5",NA
"1436","Euro area - 19 countries  (2015-2022)","2022","6",NA
"1437","Euro area - 19 countries  (2015-2022)","2022","7",NA
"1438","Euro area - 19 countries  (2015-2022)","2022","8",NA
"1439","Euro area - 19 countries  (2015-2022)","2022","9",NA
"1440","Euro area - 19 countries  (2015-2022)","2022","10",NA
"1441","Euro area - 18 countries (2014)","2005","1",6022
"1442","Euro area - 18 countries (2014)","2005","2",8504.5
"1443","Euro area - 18 countries (2014)","2005","3",10304.5
"1444","Euro area - 18 countries (2014)","2005","4",11894
"1445","Euro area - 18 countries (2014)","2005","5",13471.5
"1446","Euro area - 18 countries (2014)","2005","6",15163
"1447","Euro area - 18 countries (2014)","2005","7",17077.5
"1448","Euro area - 18 countries (2014)","2005","8",19542
"1449","Euro area - 18 countries (2014)","2005","9",23549.5
"1450","Euro area - 18 countries (2014)","2005","10",32025
"1451","Euro area - 18 countries (2014)","2006","1",5922
"1452","Euro area - 18 countries (2014)","2006","2",8526.5
"1453","Euro area - 18 countries (2014)","2006","3",10377.5
"1454","Euro area - 18 countries (2014)","2006","4",11996.5
"1455","Euro area - 18 countries (2014)","2006","5",13584
"1456","Euro area - 18 countries (2014)","2006","6",15249.5
"1457","Euro area - 18 countries (2014)","2006","7",17152
"1458","Euro area - 18 countries (2014)","2006","8",19671.5
"1459","Euro area - 18 countries (2014)","2006","9",23714
"1460","Euro area - 18 countries (2014)","2006","10",32096
"1461","Euro area - 18 countries (2014)","2007","1",6151
"1462","Euro area - 18 countries (2014)","2007","2",8913
"1463","Euro area - 18 countries (2014)","2007","3",10885.5
"1464","Euro area - 18 countries (2014)","2007","4",12610
"1465","Euro area - 18 countries (2014)","2007","5",14374
"1466","Euro area - 18 countries (2014)","2007","6",16248
"1467","Euro area - 18 countries (2014)","2007","7",18425.5
"1468","Euro area - 18 countries (2014)","2007","8",21227
"1469","Euro area - 18 countries (2014)","2007","9",25649.5
"1470","Euro area - 18 countries (2014)","2007","10",34813
"1471","Euro area - 18 countries (2014)","2008","1",6780
"1472","Euro area - 18 countries (2014)","2008","2",9638.5
"1473","Euro area - 18 countries (2014)","2008","3",11780.5
"1474","Euro area - 18 countries (2014)","2008","4",13695.5
"1475","Euro area - 18 countries (2014)","2008","5",15548
"1476","Euro area - 18 countries (2014)","2008","6",17562
"1477","Euro area - 18 countries (2014)","2008","7",19921.5
"1478","Euro area - 18 countries (2014)","2008","8",22981.5
"1479","Euro area - 18 countries (2014)","2008","9",28014
"1480","Euro area - 18 countries (2014)","2008","10",38723
"1481","Euro area - 18 countries (2014)","2009","1",6819
"1482","Euro area - 18 countries (2014)","2009","2",9919
"1483","Euro area - 18 countries (2014)","2009","3",12125
"1484","Euro area - 18 countries (2014)","2009","4",14093
"1485","Euro area - 18 countries (2014)","2009","5",16014
"1486","Euro area - 18 countries (2014)","2009","6",18094
"1487","Euro area - 18 countries (2014)","2009","7",20496.5
"1488","Euro area - 18 countries (2014)","2009","8",23627.5
"1489","Euro area - 18 countries (2014)","2009","9",28722.5
"1490","Euro area - 18 countries (2014)","2009","10",39294
"1491","Euro area - 18 countries (2014)","2010","1",6818
"1492","Euro area - 18 countries (2014)","2010","2",9973.5
"1493","Euro area - 18 countries (2014)","2010","3",12220.5
"1494","Euro area - 18 countries (2014)","2010","4",14202
"1495","Euro area - 18 countries (2014)","2010","5",16168
"1496","Euro area - 18 countries (2014)","2010","6",18293
"1497","Euro area - 18 countries (2014)","2010","7",20776
"1498","Euro area - 18 countries (2014)","2010","8",23969
"1499","Euro area - 18 countries (2014)","2010","9",29120.5
"1500","Euro area - 18 countries (2014)","2010","10",39724
"1501","Euro area - 18 countries (2014)","2011","1",6720
"1502","Euro area - 18 countries (2014)","2011","2",9866.5
"1503","Euro area - 18 countries (2014)","2011","3",12144
"1504","Euro area - 18 countries (2014)","2011","4",14127
"1505","Euro area - 18 countries (2014)","2011","5",16121.5
"1506","Euro area - 18 countries (2014)","2011","6",18273
"1507","Euro area - 18 countries (2014)","2011","7",20757.5
"1508","Euro area - 18 countries (2014)","2011","8",23958.5
"1509","Euro area - 18 countries (2014)","2011","9",29059.5
"1510","Euro area - 18 countries (2014)","2011","10",39689
"1511","Euro area - 18 countries (2014)","2012","1",6788
"1512","Euro area - 18 countries (2014)","2012","2",9996
"1513","Euro area - 18 countries (2014)","2012","3",12304.5
"1514","Euro area - 18 countries (2014)","2012","4",14331
"1515","Euro area - 18 countries (2014)","2012","5",16364.5
"1516","Euro area - 18 countries (2014)","2012","6",18548.5
"1517","Euro area - 18 countries (2014)","2012","7",21065.5
"1518","Euro area - 18 countries (2014)","2012","8",24278.5
"1519","Euro area - 18 countries (2014)","2012","9",29418
"1520","Euro area - 18 countries (2014)","2012","10",40096
"1521","Euro area - 18 countries (2014)","2013","1",6747
"1522","Euro area - 18 countries (2014)","2013","2",10021
"1523","Euro area - 18 countries (2014)","2013","3",12336
"1524","Euro area - 18 countries (2014)","2013","4",14347
"1525","Euro area - 18 countries (2014)","2013","5",16359
"1526","Euro area - 18 countries (2014)","2013","6",18532
"1527","Euro area - 18 countries (2014)","2013","7",21024
"1528","Euro area - 18 countries (2014)","2013","8",24226
"1529","Euro area - 18 countries (2014)","2013","9",29411.5
"1530","Euro area - 18 countries (2014)","2013","10",40341
"1531","Euro area - 18 countries (2014)","2014","1",6668
"1532","Euro area - 18 countries (2014)","2014","2",9932
"1533","Euro area - 18 countries (2014)","2014","3",12333.5
"1534","Euro area - 18 countries (2014)","2014","4",14408.5
"1535","Euro area - 18 countries (2014)","2014","5",16458.5
"1536","Euro area - 18 countries (2014)","2014","6",18656.5
"1537","Euro area - 18 countries (2014)","2014","7",21244.5
"1538","Euro area - 18 countries (2014)","2014","8",24524
"1539","Euro area - 18 countries (2014)","2014","9",29623
"1540","Euro area - 18 countries (2014)","2014","10",40535
"1541","Euro area - 18 countries (2014)","2015","1",6837
"1542","Euro area - 18 countries (2014)","2015","2",10127
"1543","Euro area - 18 countries (2014)","2015","3",12558.5
"1544","Euro area - 18 countries (2014)","2015","4",14698
"1545","Euro area - 18 countries (2014)","2015","5",16809
"1546","Euro area - 18 countries (2014)","2015","6",19039
"1547","Euro area - 18 countries (2014)","2015","7",21627
"1548","Euro area - 18 countries (2014)","2015","8",24949
"1549","Euro area - 18 countries (2014)","2015","9",30177
"1550","Euro area - 18 countries (2014)","2015","10",41114
"1551","Euro area - 18 countries (2014)","2016","1",6902
"1552","Euro area - 18 countries (2014)","2016","2",10390
"1553","Euro area - 18 countries (2014)","2016","3",12852.5
"1554","Euro area - 18 countries (2014)","2016","4",15039.5
"1555","Euro area - 18 countries (2014)","2016","5",17242
"1556","Euro area - 18 countries (2014)","2016","6",19536
"1557","Euro area - 18 countries (2014)","2016","7",22144.5
"1558","Euro area - 18 countries (2014)","2016","8",25509
"1559","Euro area - 18 countries (2014)","2016","9",30751
"1560","Euro area - 18 countries (2014)","2016","10",41914
"1561","Euro area - 18 countries (2014)","2017","1",7282
"1562","Euro area - 18 countries (2014)","2017","2",10792.5
"1563","Euro area - 18 countries (2014)","2017","3",13310
"1564","Euro area - 18 countries (2014)","2017","4",15513
"1565","Euro area - 18 countries (2014)","2017","5",17706
"1566","Euro area - 18 countries (2014)","2017","6",20036.5
"1567","Euro area - 18 countries (2014)","2017","7",22721
"1568","Euro area - 18 countries (2014)","2017","8",26130
"1569","Euro area - 18 countries (2014)","2017","9",31516
"1570","Euro area - 18 countries (2014)","2017","10",42836
"1571","Euro area - 18 countries (2014)","2018","1",7502
"1572","Euro area - 18 countries (2014)","2018","2",11076.5
"1573","Euro area - 18 countries (2014)","2018","3",13666.5
"1574","Euro area - 18 countries (2014)","2018","4",15918
"1575","Euro area - 18 countries (2014)","2018","5",18181.5
"1576","Euro area - 18 countries (2014)","2018","6",20551.5
"1577","Euro area - 18 countries (2014)","2018","7",23194
"1578","Euro area - 18 countries (2014)","2018","8",26564
"1579","Euro area - 18 countries (2014)","2018","9",32030.5
"1580","Euro area - 18 countries (2014)","2018","10",43826
"1581","Euro area - 18 countries (2014)","2019","1",7758
"1582","Euro area - 18 countries (2014)","2019","2",11458.5
"1583","Euro area - 18 countries (2014)","2019","3",14112
"1584","Euro area - 18 countries (2014)","2019","4",16428
"1585","Euro area - 18 countries (2014)","2019","5",18703
"1586","Euro area - 18 countries (2014)","2019","6",21071
"1587","Euro area - 18 countries (2014)","2019","7",23774.5
"1588","Euro area - 18 countries (2014)","2019","8",27209.5
"1589","Euro area - 18 countries (2014)","2019","9",32727
"1590","Euro area - 18 countries (2014)","2019","10",44681
"1591","Euro area - 18 countries (2014)","2020","1",7856
"1592","Euro area - 18 countries (2014)","2020","2",11900.5
"1593","Euro area - 18 countries (2014)","2020","3",14769
"1594","Euro area - 18 countries (2014)","2020","4",17243.5
"1595","Euro area - 18 countries (2014)","2020","5",19672.5
"1596","Euro area - 18 countries (2014)","2020","6",22257
"1597","Euro area - 18 countries (2014)","2020","7",25200.5
"1598","Euro area - 18 countries (2014)","2020","8",28966.5
"1599","Euro area - 18 countries (2014)","2020","9",35026
"1600","Euro area - 18 countries (2014)","2020","10",48016
"1601","Euro area - 18 countries (2014)","2021","1",NA
"1602","Euro area - 18 countries (2014)","2021","2",NA
"1603","Euro area - 18 countries (2014)","2021","3",NA
"1604","Euro area - 18 countries (2014)","2021","4",NA
"1605","Euro area - 18 countries (2014)","2021","5",NA
"1606","Euro area - 18 countries (2014)","2021","6",NA
"1607","Euro area - 18 countries (2014)","2021","7",NA
"1608","Euro area - 18 countries (2014)","2021","8",NA
"1609","Euro area - 18 countries (2014)","2021","9",NA
"1610","Euro area - 18 countries (2014)","2021","10",NA
"1611","Euro area - 18 countries (2014)","2022","1",NA
"1612","Euro area - 18 countries (2014)","2022","2",NA
"1613","Euro area - 18 countries (2014)","2022","3",NA
"1614","Euro area - 18 countries (2014)","2022","4",NA
"1615","Euro area - 18 countries (2014)","2022","5",NA
"1616","Euro area - 18 countries (2014)","2022","6",NA
"1617","Euro area - 18 countries (2014)","2022","7",NA
"1618","Euro area - 18 countries (2014)","2022","8",NA
"1619","Euro area - 18 countries (2014)","2022","9",NA
"1620","Euro area - 18 countries (2014)","2022","10",NA
"1621","Euro area - 12 countries (2001-2006)","2005","1",NA
"1622","Euro area - 12 countries (2001-2006)","2005","2",NA
"1623","Euro area - 12 countries (2001-2006)","2005","3",NA
"1624","Euro area - 12 countries (2001-2006)","2005","4",NA
"1625","Euro area - 12 countries (2001-2006)","2005","5",NA
"1626","Euro area - 12 countries (2001-2006)","2005","6",NA
